11/20/1949,16:56,Oslo,Norway,Aero Holland,Brussels - Oslo,Douglas C-47A,Douglas,35,34,crashed while en route.,Passenger
11/28/1949,16:45,Chaleyssin,France,Air France,Paris - Lyons - Tunis,Douglas DC-4,Douglas,38,5,crashed while on approach to lyons.,Passenger
11/29/1949,5:49,Dallas,United States,American Airlines,New York City - Mexico City,Douglas DC-6,Douglas,46,28,"during a pull-up for a go-around, after attemping a landing approach with the no. 1 engine feathered,  the no. 4 engine lost power then came on with a surge. the flight engineer feathered the no. 4 engine without instructions from the captain. the aircraft stalled, then collided with wires and a building.  crew's improper handling of the aircraft after an engine failed.",Passenger
12/1/1949,0:00,Taquaracucu,Brazil,REAL,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),Douglas,22,20,crashed into a mountainside while circling to land. crew error. lack of flight discipline.  poor decision by chief of operations in allowing the aircraft to continue flight in poor weather conditions.,Passenger
12/7/1949,17:15,Vallejo,United States,Arrow Airlines,Burbank - Oakland - Sacramento,Douglas DC-3,Douglas,9,9,"struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of vallejo, california. the pilot failed to fly at the assigned altitude of 4,000 feet on his flightplan.",Passenger
12/9/1949,0:00,Lanchow,China,Civil Air Transport,unknown,Curtiss C-46D-CU,Curtiss,38,38,unknown,Passenger
12/10/1949,0:00,Hoikow,China,Civil Air Transport,Chengdu - Hoikow,Curtiss C-46D-CU,Curtiss,40,17,"crashed on the outskirts of hoikow, hainan island.",Passenger
12/12/1949,21:51,Jungshahi,Pakistan,Pakair,unknown,Douglas DC-3,Douglas,26,26,hit a mountain and burned 30 miles north of  karachi airport. navigational error.,Passenger
12/12/1949,20:45,Washington,United States,Capital Airlines,New Port News - Washington D.C.,Douglas DC-3-313A,Douglas,23,6,"the aircraft crashed 1,875 feet, short of the runway threshold, into the potomariver while approaching washington national airport. immediately before the accident and during the execution of an instrument approach, the aircraft was stalled at too low an altitude to effect recovery.",Passenger
12/16/1949,0:00,Orizaba,Mexico,Mexicana,Mexico City - Merida,Douglas DC-3,Douglas,17,17,crashed into a mountain while en route.,Passenger
12/18/1949,20:30,Aulnay-sous-Bois,France,Sabena,unknown,Douglas C-47A-60-DL,Douglas,8,8,crashed after the wing failed during takeoff.,Passenger
12/30/1949,0:00,Comilla,Pakistan,Bharat Airways,Agartala - Calcutta,Douglas C-54A-DO,Douglas,7,7,crashed and burned after attempting an emergency landing.,Passenger
1/18/1950,0:00,Albacete,Spain,Ejercito del Aire,unknown,Junkers JU-52/3m,Junkers,16,16,the military plane crashed on the southeast coast of spain.,Military
1/20/1950,12:00,Vacas,Bolivia,Military - Bolivian Air Force,Valle grande - Cochabamba,Douglas C-47,Douglas,32,32,crashed while en route in the andes mountains after encountering a thunderstorm.,Military
1/24/1950,0:00,Tamatave,Madagascar,Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,Douglas,14,14,crashed into a mountain 30 miles west of tamatave.,Passenger
1/24/1950,0:00,Iloilo,Philippines,Philippine Air Lines,Iloilo - Manila,Douglas DC-3,Douglas,4,4,cargo plane.,Cargo/Service
1/26/1950,0:00,Snag,Yukon Territory,Military - U.S. Air Force,"Elmendorf - Great Falls, MT",Douglas C-54D-DC (DC-4),Douglas,44,44,"operated by the strategiair command, the transport disappeared while flying between elmendorf afb and great falls, mt. there were 44 persons aboard. all were american military personnel except for two passengers, a civilian dependent and her infant child. last radio contact was at 17:09 near snag, yt. it took amber airway no.2 over canada, but failed to arrive at its destination.  the wreckage still had not been found by 1951.",Military
2/2/1950,0:00,North Sea,North Sea,KLM Royal Dutch Airlines,Amsterdam - London,Douglas DC-3,Douglas,7,7,"crash into the ocean during a night mail flight shortly after takeoff, 40 miles off the dutch coast.",Passenger
2/27/1950,0:00,Prague,Czech Republic,Ceskoslovenske Aerolinie,Ostrava - Prague,Douglas C-47A-15-DK,Douglas,5,5,the aircraft crashed into a mountain while en route.,Passenger
3/7/1950,20:59,Minneapolis,United States,Northwest Orient Airlines,Rochester Minn. - Minneapolis,Martin 202,Martin,13,13,"crashed into a flag pole, well marked by red neon obstruction lights, on approach in blowing snow.  pilot's attempt to land visual rather than ils after visual reference to the ground was lost.",Passenger
3/10/1950,0:00,Saigon,Vietnam,Societe Indochinoise de Transport Aeriens,Hue - Tourane,Bristol 170 Freighter 21,Bristol  Freighter,4,4,cargo plane.,Cargo/Service
3/12/1950,14:50,Llandow Airport,Wales,Fairflight Ltd.,Llandow - Dublin,Avro 689 Tudor 5,Avro  Tudor,83,80,"during the approach to runway 28 at llandow airport, it appeared to witnesses that the aircraft was going to touch down prematurely. this was followed by an application of power. climbing to 300 ft. the aircraft stalled and crashed into a field. due to the placement of luggage in relation to passenger load, the center of gravity was such that there was insufficient elevator control remaining to counteract the rise of the nose upon full application of power.",Passenger
3/25/1950,0:00,Ankara,Turkey,Devlet Hava Yollairi,unknown,Douglas DC-3,Douglas,15,15,crashed and caught fire during landing at etimeagut airport.,Passenger
3/28/1950,0:00,Off Cap-Ferret,France,SEMAF,unknown,Latecoere 631 (sea plane),Latecoere,12,12,loss of control after mechanical failure and crashed into the sea. failure of the aileron control couplings resulting from severe vibration.,Passenger
4/5/1950,0:00,Hatiara,India,Deccan Airways,unknown,Douglas C-47A,Douglas,3,3,the cargo plane lost an engine on takeoff and attempted an emergency return but crashed. overloaded.,Cargo/Service
4/15/1950,0:00,Santa Ana,Colombia,Lineas Aéreas Nacionales,unknown,Douglas C-47 (DC-3),Douglas,25,25,unknown,Passenger
4/21/1950,23:25,Atsugi,Japan,Military - U.S. Air Force,Philippines - Japan,Douglas C-54D,Douglas,35,35,flew off its prescribed course and crashed into mt. tanzawa in a rainstorm.,Military
5/2/1950,0:00,Chimborcza,Ecuador,AVIANCA,Quito - Guayaquil,Douglas C-47DL,Douglas,15,15,flew into a mountain.,Passenger
5/17/1950,20:59,Lagens Air Force Base,Azores,Military - U.S. Air Force,Bermuda - England,Boeing B-29,Boeing,16,16,crashed while attempting to land after being diverted to lagens due to engine trouble.,Military
5/23/1950,10:20,Myrtle Beach,United States,Military - U.S. Air Force,unknown,Curtiss C-46D,Curtiss,39,39,"lost the left aileron after taking off, lost control and crashed.",Military
5/27/1950,17:30,Teterboro,United States,Regina Cargo Airlines,unknown,Curtiss C-46F-1-CU,Curtiss,2,1,the cargo plane lost an engine on takeoff and crashed. overloading of the aircraft due to faulty loading and dispatch procedures coupled with engine malfunctioning due to inadequate maintenance.,Cargo/Service
5/30/1950,0:00,Iheus,Brazil,Aerovias Brasil,Victoria - Salvador,Douglas DC-3,Douglas,15,13,"during descent into dense cumulonimbus  clouds, severe turbulence was encountered which caused displacement of freight that led to an uncontrolled dive which resulted in the wings separating from the fuselage. structural failure due to severe turbulence during a thunderstorm. pilots decision to descend without clearing the turbulent area of weather.",Passenger
6/5/1950,22:03,AtlantiOcean off Florida,United States,Westair Transport,San Juan - Wilmington NC,Curtiss C-46-F-1-CU,Curtiss,65,28,"ditched into the atlanti300 miles east of melbourne, florida on a flight from san juan, porto rico to wilmington, north carolina due to failure of both engines. it sank in one of the deepest areas of the atlantiand could not be recovered. failure of both engines for reasons unknown.",Passenger
6/9/1950,19:00,Fonseca,Colombia,New Tribes Mission,"Kingston, Jamacia - Maracaibo, Venezuela",Douglas DC-3-178,Douglas,15,15,crashed and burned 19 miles east northeast of fonseca well off course. cause unknown.,Passenger
6/12/1950,21:52,Off Bahrain,Off Bahrain,Air France,Saigon - Paris,Douglas DC-4-1009,Douglas,52,46,"while making a final approach for bahrain, the aircraft crashed into the sea. the pilot did not keep a accurate check of his altitude and rate of descent during the approach. crew error, possibly due to fatigue.  an alternate probable cause may been windshear. it was not know at the time that windshear conditions existed at temperature inversion levels for several days after shamal dust storms. the aircraft may have run out of adequate forward speed at an altitude of 400 feet after descending through a headwind level into a tailwind level when committed to land.  with surface winds relatively calm and in 2,000 meters of sand haze, the winds at 400 ft. may have been in excess of 80 knots.",Passenger
6/14/1950,21:55,Off Bahrain,Off Bahrain,Air France,Saigon - Paris,Douglas DC-4-1009,Douglas,53,40,"the aircraft crashed into the persian gulf while on approach on a flight from saigon to paris. improper approach. crew error. an alternate probable cause may been windshear. it was not know at the time that windshear conditions existed at temperature inversion levels for several days after shamal dust storms. the aircraft may have run out of adequate forward speed at an altitude of 400 feet after descending through a headwind level into a tailwind level when committed to land.  with surface winds relatively calm and in 2,000 meters of sand haze, the winds at 400 ft. may have been in excess of 80 knots.",Passenger
6/23/1950,23:25,Lake Michigan,United States,Northwest Orient Airlines,New York City - Minneapolis-St. Paul,Douglas DC-4,Douglas,58,58,"en route from new york to minneapolis, the aircraft crashed into lake michigan. the dc-4 was last reported at 3,500 ft. the crash occurred shortly after the aircraft entered an area of severe turbulence with thunderstorm activity. the wreckage was located in 150 feet of water but was not recoverable because it was in 30 feet of silt. the forecast of a squall line in the areas was not made available to the crew. cause unknown.",Passenger
6/26/1950,23:00,York,Australia,Ansett ANA,Guildford - Melbourne,Douglas DC-4-1009,Douglas,29,29,"the airliner experienced trouble with all four engines. the crew attempted to return to guildford but  in the dark, while in a 15 degree turn to port, the aircraft barely cleared a ridge line, struck a tree 30 feet off the ground and ploughed into a downward slope shredding itself and contents into small pieces. the aircraft was named 'amana.'",Passenger
7/7/1950,0:00,Busan,South Korea,Military - U.S. Air Force,unknown,Douglas C-54G,Douglas,23,23,struck a mountain.,Military
7/9/1950,0:00,Casablanca,Morocco,Aigle Azur,Paris - Dakar,Douglas DC-3,Douglas,29,22,crashed on climb-out.,Passenger
7/17/1950,0:00,Patharkot,India,Indian National Airlines,Delhi - Sringagar,Douglas DC-3,Douglas,22,22,the left wing separated from the plane in extreme turbulence from a thunderstorm.,Passenger
7/18/1950,0:00,Bocoio,Angola,DTA Angola Airlines,Nova Lisboa - Lobito,Douglas DC-3,Douglas,9,9,unknown,Passenger
7/27/1950,4:30,Off O-shima Island,Japan,Military - U.S. Air Force,unknown,Douglas C-47D,Douglas,26,25,"the aircraft took off from o-shima and reached an altitude of 3,500 feet after which a sudden unexplained descent was made until it crashed into the sea. the surviving witness stated the aircraft hit two moderate bumps followed by dimming of the lights before the descent.",Military
7/28/1950,0:00,Porte Alegre,Brazil,Panair do Brasil,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,Lockheed  Constellation,50,50,the aircraft flew into power lines during a landing attempt after running out of fuel while in a holding pattern.,Passenger
7/29/1950,0:00,Tunbukta,Algeria,Cie Air Transport,Algiers - Gao,Bristol 170 Freighter 21,Bristol  Freighter,26,26,an explosion in the left wing fuel tank tore off the upper wing surface leading to loss of control of the aircraft.,Passenger
8/5/1950,22:00,Fairfield,United States,Military - U.S. Air Force,unknown,Boeing B-29MR,Boeing,20,12,"the no. 2 propeller began to overspeed during the takeoff. this was followed by overspeeding of the no. 3 propeller. the no. 3 propeller was successfully feathered  but then the landing gear would not retract. the aircraft was unable to gain altitude and the pilot slid the aircraft to the left to avoid a trailer park at the end of the runway. the aircraft stalled, fell to the ground and broke-up.  killed in the accident was brigadier general robert e. travis. the installation was later renamed travis air force base in his honor.",Military
